carry-on	বহন অন
indigestible	অপাচ্য
indigent	অভাবী
indigenous	দেশীয়
indifferently	অনিচ্ছাপূর্বক
indifferent	উদাসীন
indifference	অযত্ন
indictment	অভিযোগ
indict	অভিযুক্ত করা
indices	সূচকের
indicator	সূচক
indicative	পরিচায়ক
indication	ইঙ্গিত
indicate	নির্দেশ
Indian summer	ভারতীয় গ্রীষ্মে
Indian Ocean	ভারত মহাসাগর
Indian	ভারতীয়
index finger	তর্জনী
index	সূচক
indeterminate	অনির্ণীত
indestructible	অবিনাশী
indescribably	indescribably
indescribable	বর্ণনাতীত
in-depth	ইন গভীরতার
independently	স্বাধীনভাবে
independent	স্বাধীন
Independence Day	স্বাধীনতা দিবস
independence	স্বাধীনতা
indent	খাঁজকাটা
indemnity	ক্ষতিপূরণ
indemnify	নিরাপদ্ করা
indelicate	স্থূল
indelibly	অনপনেয়রূপে
indelible	অনপনেয়
indefinitely	অনিশ্চিতভাবে
indefinite	অনির্দিষ্ট
indefinably	indefinably
indefinable	অবর্ণনীয়
indefensible	অরক্ষণীয়
indeed	প্রকৃতপক্ষে
indecisively	indecisively
indecisive	অমীমাংসিত
indecision	ভাব
indecently	indecently
indecent	অশ্লীল
indecency	অশ্লীলতা
indebtedness	দায়
indebted	ঋণী
incurably	incurably,
incurable	অনারোগ্য
incur	আবদ্ধ করা
incumbent	শায়িত্ব
incubator	অণ্ডস্ফুটন যন্ত্র
incubation period	ডিম ফুটতে
incubation	অণ্ডস্ফুটন
incubate	ডিমে বসা
incrimination	দোষারোপ
incriminating	incriminating
incriminate	দোষারোপ করা
incremental	ক্রমবর্ধমান
increment	বৃদ্ধি
incredulous	অবিশ্বাসী
incredulity	সন্দিগ্ধতা
incredibly	অবিশ্বাস্যভাবে
incredible	অবিশ্বাস্য
increasingly	ক্রমবর্ধমান
increasing	বৃদ্ধি
increased	বর্ধিত
increase	বৃদ্ধি
incorrigible	সংশোধনাতীত
incorrectly	ভুল
incorrect	ত্রুটিপূর্ণ
incorporation	নিগম
incorporated	অন্তর্ভূক্ত
incorporate	নিগমবদ্ধ
inconveniently	inconveniently
inconvenient	অসুবিধাজনক
inconvenience	অসুবিধা
incontinent	অসংযমী
incontinence	অসংযম
inconspicuously	inconspicuously
inconspicuous	অস্পষ্ট
inconsolable	অবুঝ
inconsistently	inconsistently
inconsistent	অসঙ্গত
inconsistency	অসঙ্গতি
inconsiderate	অবিবেচক
inconsequential	তুচ্ছ
incongruous	বেমানান
incongruity	অনৈক্য
inconclusively	inconclusively
inconclusive	মীমাংসাহীন
inconceivable	ধারণাতীত
incomprehensible	ধারণাতীত
incompletely	অর্ধ
incomplete	অসম্পূর্ণ
incompetently	incompetently
incompetent	অপদার্থ
incompetence	অযোগ্যতা
incompatible	বেমানান
incompatibility	অসঙ্গতি
incomparable	অনুপম
incoming	ইনকামিং
income tax	আয়কর
income	আয়
incoherently	সবই
incoherent	অসংলগ্ন
incoherence	বিচ্ছিন্নতা
incognito	ছদ্মবেশী
inclusive	সমেত
inclusion	অন্তর্ভুক্তি
including	সেই সঙ্গে
include	অন্তর্ভুক্ত করা
inclined	আনত
incline	ঢলা
inclination	বাঁক
incitement	প্রবর্তনা
incite	উদ্দীপ্ত করা
incisor	কৃন্তক
incisive	ব্যঙ্গকারী
incision	কর্তন
incinerator	দাহনযন্ত্র
incineration	পুড়ন
incinerate	ভস্মীভূত করা
incidentally	প্রসঙ্গক্রমে
incidental	আনুষঙ্গিক
incident	আপতিত
incidence	আপতন
inch	ইঞ্চি
incestuous	অজাচারী
incest	অজাচার
incessantly	অহর্নিশ
incessant	অঝোর
inception	প্রাত
incentive	উদ্দীপক
incense	ধূপ
incendiary	আগ্নেয়
incarnation	অবতার
incarnate	দেহধারী
incarceration	কারারোধ
incarcerate	অবরুদ্ধ করা
incapacity	অযোগ্যতা
incapacitate	অক্ষম
incapable	অসমর্থ
incantation	জাদু
incandescent	ভাস্বর
incandescence	শ্বেততাপ
incalculable	ধারণাতীত
Inc.	ইনক
inbred	জন্মগত
in-between	মধ্যবর্তী
inauspicious	অশুভ
inauguration	অভিষেক
inaugurate	উদ্বোধন করা
inaugural	উদ্বোধনী
inaudibly	তিনটা
inaudible	শ্রবণাতীত
inattentive	অমনোযোগী
inattention	অসাবধানতা
inasmuch as	হিসাবে যেহেতু
inarticulate	অস্ফুট
inappropriate	অনুপযুক্ত
inanimate	জড়
inane	অর্থহীন
inalienable	অবিচ্ছেদ্য
inadvisable	বিবেকবর্জিত
inadvertently	অনবধানতাবশত
inadvertent	অসাবধানী
inadmissible	অগ্রাহ্য
inadequately	ইচ্ছাকৃত ভাবে
inadequate	অপর্যাপ্ত
inadequacy	অপ্রাচুর্য
inactivity	নিষ্ক্রিয়তা
inactive	নিষ্ক্রিয়
inaction	আলস্য
inaccurate	বেঠিক
inaccuracy	ভ্রম
inaccessible	অপ্রাপ্য
inaccessibility	দুর্লভতা
inability	অক্ষমতা
in.	এ .
in	মধ্যে
impurity	অপবিত্রতা
impure	অশুদ্ধ
impunity	অব্যাহতি
impulsiveness	আবেগপ্রবণতা
impulsively	ঝোঁকের বশে
impulsive	আবেগপ্রবণ
impulse	উদ্বুদ্ধ করা
impudent	লজ্জাহীন
impudence	নির্লজ্জতা
improvise	আশুরচনা করা
improvisation	অচিন্তিত রচনা
improvement	উন্নতি
improve	উন্নত করা
impropriety	অন্যায়
improperly	অন্যায়ত
improper	অপ্রকৃত
impromptu	উপস্থিতমত
improbably	improbably
improbable	অভাবনীয়
improbability	অসম্ভবতা
imprison	কয়েদ করা
imprisonment	কারাদণ্ড
imprint	অঙ্কিত করা
impressive	চিত্তাকর্ষক
impressionistic	ইম্প্রেশনিস্টিক
impressionable	অনুভূতিপ্রবণ
impression	ছাপ
impress	ছাপ
impregnate	গর্ভিণী
impregnable	দুর্ভেদ্য
imprecise	যথাযথ নয়
impractical	অকার্যকর
impoverished	দরিদ্র
impound	বাজেয়াপ্ত করা
impotent	পুরুষত্বহীন
impotence	পুরুষত্বহীনতা
impostor	ভণ্ড
impossibly	impossibly
impossible	অসম্ভব
impossibility	অসম্ভবতা
imposition	আধান
imposing	মনোরম
impose	চাপান
importer	আমদানিকারক
importation	আমদানি
importantly	গুরুত্বপূর্ণ ভাবে
important	গুরুত্বপূর্ণ
importance	গুরুত্ব
import	আমদানি
impolitely	impolitely
impolite	অবিনীত
imply	পরোক্ষভাবে প্রকাশ করা
implore	অনুরোধ করা
implode	কেন্দ্রীভূত করা
implicitly	পরোক্ষভাবে
implicit	অন্তর্নিহিত
implication	সংশ্লেষ
implicate	সংশ্লেষ করা
implementation	রুপায়ণ
implement	বাস্তবায়ন
implausible	অকল্পনীয়
implant	ছড়ানো
implacable	নির্দয়
impish	দুরন্ত
impinge	আহত করা
impetus	ভরবেগ
impetuously	impetuously
impetuous	বেগবান
impervious	অভেদ্য
impertinent	অপ্রাসঙ্গিক
impertinence	তুচ্ছতা
impersonator	জালিয়াত
impersonation	মূর্তরূপ
impersonate	মূর্ত করা
impersonal	নৈর্ব্যক্তিক
imperil	বিপদ্গ্রস্ত করা
imperialist	সাম্রাজ্যবাদী
imperialism	সাম্রাজ্যবাদ
imperial	সার্বভৌম
imperfectly	অল্পজ্ঞন
imperfection	অসম্পূর্ণতা
imperfect	অপূর্ণ
imperceptible	অদৃশ্য
imperative	অনুজ্ঞাসূচক
impenetrable	অপ্রবেশ্য
impending	আসন্ন
impel	অনুপ্রাণিত করা
impediment	অন্তরায়
impede	ব্যাহত করা
impeccably	impeccably
impeccable	অনবদ্য
impeachment	অভিশংসন
impeach	অভিযুক্ত করা
impatiently	impatiently
impatient	অধীর
